lead_id,source,status,time_to_first_interaction,interactions_7d,time_to_conversion,response_rate,sentiment_avg,industry,company_size,converted
330,organic,prospect,0.29502532626943795,2,,0.060137765354964234,1.61,finance,6,0
331,manual,lead,0.11733287549123396,1,,0.1092555221199918,4.31,tech,6,0
332,manual,churned,0.7533923521313282,4,,0.4171371381742966,4.75,other,2,0
333,organic,lead,3.9292946446088846,1,,0.3012410653991928,3.84,finance,10,0
334,referral,prospect,0.3859359645019424,2,,0.0779212882975295,2.61,retail,3,0
335,referral,prospect,0.4097978903413981,1,,0.38506352341510525,4.33,finance,10,0
336,organic,churned,1.6938114009570275,0,,0.5095468704951628,4.68,retail,5,0
337,meta_ads,lead,0.385042329104034,1,,0.3293474159347818,4.04,education,1,0
338,referral,prospect,4.0907610665774445,3,,0.04443763713492062,2.56,other,1,0
339,referral,lead,4.781402564769317,1,,0.1712798432441303,2.29,other,3,0
340,manual,lead,15.44705904412492,3,,0.5680026195938865,4.01,education,1,0
341,meta_ads,churned,0.07107105312942996,2,,0.7486677027181838,3.08,other,1,0
342,manual,customer,2.579048944220171,0,9.373088225665997,0.18635588278319157,4.93,finance,1,1
343,organic,prospect,2.9635976126377273,1,,0.187561646299429,4.17,finance,1,0
344,organic,prospect,3.5072929037568508,2,,0.23966945718294025,3.38,education,3,0
345,referral,prospect,2.2695152733625146,4,,0.22302652349309646,4.97,other,2,0
346,organic,prospect,0.8309456285080682,0,,0.07630993073207304,4.14,other,1,0
347,meta_ads,lead,0.19381607324077602,0,,0.22791490046326654,1.0,retail,2,0
348,meta_ads,prospect,2.168907782794871,5,,0.49847631820380756,3.23,other,4,0
349,organic,lead,0.6339009716207856,0,,0.4533323589203483,1.62,finance,1,0
350,referral,customer,2.6554913419744177,1,6.788884896425268,0.5955474739892773,3.62,healthcare,7,1
351,organic,lead,0.8430599798391506,4,,0.13792206095364298,4.36,education,1,0
352,referral,prospect,3.5037441973511543,1,,0.06323795288898568,4.1,finance,4,0
353,organic,lead,1.5198216883766327,0,,0.4506105536426928,1.59,retail,1,0
354,referral,customer,0.10841667349013095,2,9.518409858574385,0.3175954590017303,4.53,finance,6,1
355,meta_ads,prospect,1.2976880334835583,1,,0.12287989871766325,1.98,tech,6,0
356,organic,customer,0.5001013879775742,3,6.145652746364185,0.006314797916398514,3.95,healthcare,1,1
357,manual,churned,1.2909865302943977,1,,0.2824539244367522,3.37,education,1,0
358,referral,lead,1.8976063366165858,2,,0.4013009258008206,4.64,retail,6,0
359,meta_ads,lead,1.8926290379403965,1,,0.2941733578939732,2.94,tech,2,0
360,manual,lead,0.40124529087558436,0,,0.3032662432944488,2.97,other,7,0
361,referral,prospect,1.628553930414228,1,,0.34373937113770386,4.87,other,2,0
362,referral,lead,2.7918643706313087,2,,0.5135757231565317,3.77,healthcare,3,0
363,manual,lead,3.7243541128698676,1,,0.21126475493720182,1.55,education,3,0
364,referral,churned,0.7867110408799737,0,,0.29393240112032726,3.92,healthcare,2,0
365,meta_ads,prospect,2.223961441097876,4,,0.39558453431353435,2.21,retail,2,0
366,referral,prospect,1.5813371902895457,1,,0.2245706289690891,3.02,tech,1,0
367,organic,lead,0.9987953694333348,0,,0.09772236198264098,3.13,tech,7,0
368,referral,churned,5.2199548984198305,1,,0.40041885837616165,4.82,tech,3,0
369,meta_ads,lead,0.022733791324836466,2,,0.38666083051023814,2.48,education,8,0
370,organic,lead,0.9391177619454292,1,,0.4783468043579414,4.14,finance,8,0
371,manual,prospect,0.20043844572750685,1,,0.5738750900788668,3.13,other,2,0
372,organic,customer,1.5097923629609291,0,8.486224532681884,0.2879111698952228,2.69,other,2,1
373,meta_ads,customer,2.2769770663103026,0,0.3528806854202966,0.13741966100895317,4.11,education,1,1
374,manual,churned,4.344624912940855,2,,0.0983249644549877,4.48,finance,2,0
375,meta_ads,prospect,0.33995682527511906,2,,0.26164069444533916,5.0,healthcare,2,0
376,manual,prospect,1.2610254889028178,2,,0.6241118330017823,3.69,healthcare,6,0
377,referral,lead,1.6247205934233813,1,,0.2671090967657766,2.78,other,7,0
378,referral,prospect,0.21704789954796513,0,,0.14296821809385818,5.0,other,3,0
379,referral,lead,1.1209506069855544,1,,0.534554590318626,4.26,finance,5,0
380,organic,churned,0.49362771360021784,0,,0.42034623328483417,2.65,retail,2,0
381,meta_ads,prospect,5.2861983695115065,1,,0.4741410088709529,3.18,other,3,0
382,meta_ads,lead,1.1116402499791438,1,,0.5768056895852187,3.68,finance,3,0
383,organic,churned,1.3874088123936774,0,,0.6257518883853295,4.56,education,2,0
384,organic,lead,0.30929167510138744,1,,0.514356364383876,4.68,education,9,0
385,organic,prospect,0.7014541850473619,0,,0.3702619002324153,2.36,healthcare,3,0
386,referral,customer,0.032753628348681035,2,8.132343327851878,0.16507969410023385,3.73,education,1,1
387,meta_ads,lead,1.0284200785166,2,,0.47272520734627144,4.86,healthcare,1,0
388,organic,prospect,1.5543597713604989,4,,0.020954838001879143,3.17,healthcare,2,0
389,meta_ads,prospect,0.2032789707668261,0,,0.1428235445161174,1.01,tech,10,0
390,organic,lead,1.747969035560285,2,,0.6277239733678208,3.84,healthcare,1,0
391,referral,lead,1.727835455255585,4,,0.2214066714663311,3.95,finance,2,0
392,meta_ads,lead,1.1705011099140665,2,,0.35926527588984386,3.7,retail,3,0
393,meta_ads,customer,0.5324695497722591,2,6.8941404448761645,0.1959401147593613,2.42,retail,7,1
394,manual,customer,3.3206669960775943,2,10.243368730946447,0.09410779357588527,4.21,education,1,1
395,meta_ads,prospect,0.7589315322466583,0,,0.33037380134393224,4.73,healthcare,2,0
396,meta_ads,customer,2.823255447557461,1,27.292214715342705,0.21425064305656616,2.91,other,2,1
397,referral,prospect,1.410162839568141,0,,0.3605837667962408,1.81,tech,7,0
398,meta_ads,churned,1.0716909028020185,2,,0.1752910699720822,3.9,retail,1,0
399,manual,prospect,1.297939810195856,2,,0.31058830541103943,2.54,retail,4,0
400,manual,lead,0.46848719780072323,0,,0.4493230296578294,4.61,tech,3,0
401,referral,prospect,0.16519923092348773,2,,0.18735572081859092,3.42,tech,3,0
402,organic,lead,0.16810150285514008,4,,0.6337271424536701,3.7,other,1,0
403,referral,lead,4.1610221247649495,1,,0.2573326504145792,3.01,education,3,0
404,referral,prospect,5.495784359757096,4,,0.13093248853028094,2.24,education,1,0
405,manual,lead,1.8298889752290728,2,,0.4555186212889581,4.71,other,5,0
406,meta_ads,customer,1.6179558578874482,4,31.68797441431948,0.49244241405815076,2.21,other,1,1
407,organic,prospect,1.8544977053136842,2,,0.3188688939672844,2.7,healthcare,1,0
408,manual,lead,0.4520302134673321,1,,0.6559332560944722,3.3,retail,3,0
409,manual,prospect,0.1280989709773141,0,,0.2104058434186156,3.68,tech,10,0
410,referral,prospect,0.09984078691583852,0,,0.5019462174860191,3.01,other,1,0
411,referral,lead,0.3723870621674786,0,,0.603709595670647,3.62,healthcare,10,0
412,manual,lead,2.3060160376435577,1,,0.6951814260779311,4.65,tech,2,0
413,meta_ads,prospect,1.345293813085144,1,,0.4595008256903631,4.01,other,2,0
414,referral,customer,0.9989378105342606,1,1.972707055238353,0.2630434860292761,2.6,education,5,1
415,meta_ads,prospect,9.789607031668986,1,,0.1161948279964851,2.13,education,10,0
416,referral,prospect,0.399078430580872,2,,0.7332807247629912,2.7,retail,2,0
417,referral,customer,1.5907515009003133,1,56.62537503605446,0.4418562788367157,5.0,retail,1,1
418,meta_ads,churned,5.962598120437668,3,,0.6164455622139405,4.64,education,3,0
419,referral,lead,0.35218082328368844,2,,0.03488702510645682,2.88,education,1,0
420,organic,lead,2.374579614228945,3,,0.11630993301989342,3.85,retail,2,0
421,organic,customer,0.012970684466760604,1,13.26548433799724,0.5466598424413069,3.62,finance,2,1
422,referral,lead,0.19174906003761322,2,,0.403687307292072,3.73,finance,7,0
423,organic,customer,1.8173656084406764,4,1.9940889810627356,0.5028248327328118,2.75,education,3,1
424,meta_ads,prospect,1.7734232260072749,2,,0.07386243675177125,4.84,other,5,0
425,referral,lead,5.398763929908591,0,,0.4550904824592667,4.5,finance,4,0
426,referral,churned,2.2730433360437945,3,,0.3378848150670492,5.0,finance,1,0
427,meta_ads,lead,2.8379691914966236,2,,0.2602247049956521,3.61,healthcare,2,0
428,manual,lead,3.0455198845081783,3,,0.41560866545120556,3.52,other,2,0
429,meta_ads,lead,1.1153681583568626,2,,0.11533593982621206,2.86,education,8,0
430,organic,lead,0.9248081524660026,3,,0.20886191890439115,2.51,retail,1,0
431,referral,lead,0.7623528276288257,2,,0.22442850680796944,4.05,finance,4,0
432,referral,customer,5.801719454651589,2,10.37681953636756,0.12048105868362122,3.37,education,4,1
433,meta_ads,customer,2.78724344925305,3,1.4120291903516644,0.2414750234077994,4.65,healthcare,7,1
434,organic,customer,0.3699103555514436,0,12.639528090364834,0.45368092410878685,3.68,tech,1,1
435,meta_ads,lead,2.5486760811956506,2,,0.39175451913721765,4.34,other,6,0
436,manual,prospect,2.2234739670048786,2,,0.15990309744315542,4.57,retail,1,0
437,manual,lead,0.5721448405788696,2,,0.4343148679792162,3.54,education,2,0
438,meta_ads,lead,0.8434683222949203,2,,0.7069398340941843,3.39,tech,3,0
439,referral,prospect,1.0727848878708444,2,,0.24492858313333166,4.36,education,3,0
440,manual,prospect,0.7738399032231565,4,,0.17153955091013864,2.15,finance,1,0
441,meta_ads,lead,4.9302442276056935,2,,0.29586611715752553,1.32,education,2,0
442,meta_ads,lead,1.9421836277527298,1,,0.30053343332717736,3.05,finance,2,0
443,organic,customer,1.1746338152728044,4,15.05286506629469,0.307508825687034,2.69,finance,3,1
444,referral,lead,9.690828105307721,1,,0.5723036497162419,2.98,tech,2,0
445,manual,customer,3.5149908163979378,0,3.6790801361594245,0.20879958971325172,1.73,healthcare,2,1
446,organic,lead,0.9459902156296486,3,,0.4622794555815646,2.44,other,1,0
447,organic,prospect,3.0572042471916068,0,,0.12362132423515675,3.99,other,3,0
448,referral,lead,0.16210889777456494,2,,0.11239014792920009,3.57,other,8,0
449,meta_ads,prospect,3.4254330773195676,1,,0.19667180506899534,2.28,retail,4,0
450,meta_ads,customer,0.36680397482875743,1,15.91797235781115,0.3991161290179632,3.92,education,1,1
451,manual,prospect,0.9475837569686868,1,,0.21076375877040923,4.06,other,1,0
452,manual,lead,2.8837481310976556,0,,0.15583984585005672,2.93,retail,3,0
453,meta_ads,churned,0.42642625503133375,0,,0.232276804595131,2.25,healthcare,4,0
454,manual,customer,0.8799819717647553,0,9.074971971129079,0.17433233996413344,3.19,finance,1,1
455,meta_ads,prospect,0.7130573178336337,3,,0.15835846801009743,3.17,tech,4,0
456,organic,prospect,0.05135082950555548,1,,0.5651377571027354,4.09,retail,1,0
457,meta_ads,lead,0.3183742688866944,1,,0.12247297346893336,4.16,finance,3,0
458,referral,lead,4.31660117865458,2,,0.16596247534353736,4.1,healthcare,5,0
459,meta_ads,prospect,0.8274688570439317,4,,0.4187432618872351,3.36,tech,2,0
460,organic,churned,6.516831249001762,1,,0.3681555464779303,4.35,finance,6,0
461,referral,customer,0.8366419087816641,2,15.79564273602735,0.2383167035375001,3.17,other,1,1
462,organic,lead,1.0279152842937127,3,,0.36746852649868256,2.76,healthcare,1,0
463,referral,lead,0.6903714639934428,2,,0.20721791870967513,5.0,education,1,0
464,organic,customer,1.1838055362178272,0,2.3064667431931336,0.23318691833216537,2.31,other,3,1
465,meta_ads,lead,0.33245040221713373,5,,0.6224422100986207,3.15,other,6,0
466,manual,prospect,1.8191882998802513,1,,0.11222502502538466,3.13,education,5,0
467,manual,prospect,3.761806159250693,0,,0.11583032399763198,2.33,education,1,0
468,referral,customer,0.0847658524266528,1,19.514699742606403,0.28656807040888493,3.42,other,8,1
469,referral,lead,1.4998074724053108,1,,0.15372377032761583,5.0,tech,1,0
470,manual,prospect,0.9552247000015246,5,,0.3444496235843631,5.0,finance,3,0
471,referral,prospect,1.504336744070725,1,,0.4099990477436935,5.0,finance,2,0
472,meta_ads,lead,0.6480120963509531,1,,0.15430900450060855,4.32,retail,5,0
473,meta_ads,lead,0.07480765183071454,1,,0.46729501974343024,3.52,finance,3,0
474,meta_ads,prospect,0.5399719068159187,1,,0.4173996450133807,2.89,tech,5,0
475,manual,prospect,0.1278966303219529,1,,0.3077470957866947,2.98,education,2,0
476,meta_ads,prospect,1.7236670289740847,1,,0.2752943886129328,2.68,education,5,0
477,organic,lead,6.778990108439182,4,,0.07489289465104473,2.54,retail,8,0
478,organic,churned,0.11573348309165334,3,,0.07619898871742116,3.08,retail,3,0
479,meta_ads,customer,0.2097872794116864,0,33.15529595780795,0.6791553494320408,3.62,finance,1,1
480,meta_ads,prospect,1.7432157321100092,3,,0.4878143669441359,3.82,healthcare,1,0
481,meta_ads,lead,4.789981938518604,2,,0.4326620398358696,3.05,retail,2,0
482,manual,prospect,1.2643186408469937,0,,0.319112007755751,3.19,education,5,0
483,organic,lead,1.1085300650392804,1,,0.3032015336797225,3.58,finance,8,0
484,manual,prospect,0.9819569570060966,1,,0.227078479564739,4.92,finance,1,0
485,meta_ads,customer,0.8074508107230448,3,15.994778549907307,0.23738708988836074,4.85,other,10,1
486,referral,lead,0.9470654020657482,3,,0.47979407138211044,2.41,tech,2,0
487,manual,lead,1.8740656221431098,2,,0.2704957575166859,2.34,other,1,0
488,organic,lead,1.7508122699111237,1,,0.09113517494462395,5.0,education,2,0
489,organic,churned,1.404930066368124,0,,0.30255530983062434,3.44,finance,3,0
490,manual,lead,4.814339778304967,4,,0.27823401597801245,3.41,other,1,0
491,meta_ads,lead,3.9749593524651803,1,,0.43745099077620886,4.76,retail,10,0
492,referral,customer,1.4374028293021897,1,19.50927198047229,0.17054890557316346,3.35,other,1,1
493,meta_ads,prospect,0.3634874466071704,2,,0.09429713828892408,2.53,retail,1,0
494,referral,lead,0.08031501364000024,0,,0.4241284845892963,2.39,finance,2,0
495,organic,churned,0.054961629320610446,1,,0.2979050442506653,1.11,finance,7,0
496,manual,lead,4.4873782473675154,1,,0.1906688938736428,4.06,healthcare,1,0
497,organic,lead,6.382126081885484,0,,0.04933672751980454,2.71,tech,1,0
498,meta_ads,prospect,1.1580766770690523,1,,0.31108958264583675,2.96,education,9,0
499,organic,prospect,0.815570465444863,2,,0.22399869125647953,5.0,healthcare,4,0
500,organic,lead,10.7727733369941,1,,0.30419199802979596,3.16,other,6,0
501,organic,customer,1.3796375648322021,1,7.8479562756010175,0.15471038025129275,4.79,tech,1,1
502,manual,lead,0.9706920522860667,1,,0.10426316779944314,3.42,other,2,0
503,organic,churned,3.321238675458172,1,,0.05721787201195373,1.0,education,10,0
504,referral,customer,1.693525532311585,1,8.421263364341424,0.21807232686402342,4.12,retail,1,1
505,organic,prospect,1.2246106742608784,2,,0.2621214092500534,1.61,finance,3,0
506,manual,churned,2.328025282892511,1,,0.1870174722247808,2.98,healthcare,2,0
507,referral,prospect,1.3506921792937874,1,,0.0677652809329191,2.39,education,3,0
508,manual,prospect,0.1854992688015947,1,,0.42300336866059046,2.02,finance,1,0
509,manual,prospect,6.128329215016036,0,,0.1534453718105256,1.97,retail,1,0
510,organic,customer,0.684214521647208,1,5.295741788075499,0.0990454947431122,2.87,education,1,1
511,organic,customer,0.7622401490638577,1,15.038530172563103,0.42199581648914486,4.51,tech,2,1
512,manual,customer,0.12567842379845262,1,5.26248255940149,0.5834896095027,2.9,education,2,1
513,meta_ads,customer,2.5967027012414303,2,10.856503987174065,0.35623493606623724,5.0,education,2,1
514,meta_ads,lead,0.8122604497079458,3,,0.16839847356568324,2.56,healthcare,3,0
515,referral,prospect,0.7796061810100048,1,,0.2304330874683721,3.82,education,5,0
516,organic,customer,2.9200076856710893,0,10.32566033985309,0.20906870283677964,2.97,tech,4,1
517,organic,customer,0.16991180996684735,1,7.88398852541655,0.192649580952122,4.15,finance,1,1
518,meta_ads,prospect,0.3145137914196958,2,,0.3950049519856605,2.83,retail,1,0
519,referral,lead,0.10113235362391897,1,,0.2431461988858123,3.35,tech,6,0
520,referral,lead,2.4781743251522337,0,,0.09666394051999355,3.82,finance,1,0
521,meta_ads,customer,2.3859931144842346,4,17.250694546982118,0.3268534059560387,3.85,other,10,1
522,referral,customer,4.856717754263669,1,4.498771171513195,0.26544838867192205,2.44,healthcare,8,1
523,meta_ads,lead,2.049345524215989,1,,0.016225801718022476,3.73,retail,2,0
524,organic,customer,2.294628813159515,2,3.793128021166588,0.41312846102448775,1.72,retail,1,1
525,manual,prospect,2.2219671495247337,1,,0.02312232009870864,1.92,tech,1,0
526,meta_ads,lead,4.840947549780638,2,,0.1544234766717944,3.7,healthcare,3,0
527,manual,lead,0.41304022121092526,0,,0.20676934895679341,2.87,finance,1,0
528,organic,lead,0.10049220150150044,2,,0.6536908205869708,4.25,tech,3,0
529,organic,prospect,2.7071442733579976,1,,0.38355991976438203,3.92,education,3,0
530,manual,lead,0.40693020502669347,0,,0.20893070217112894,4.35,retail,1,0
531,meta_ads,prospect,2.752851526591807,2,,0.48886907188322426,3.79,education,1,0
532,organic,customer,0.5367611332831346,2,1.557653406618626,0.15488596546361452,2.26,finance,1,1
533,manual,lead,2.3004180907636242,2,,0.34264062041128696,3.46,finance,2,0
534,organic,prospect,0.8756095119189125,1,,0.2024783509487901,4.19,healthcare,1,0
535,meta_ads,prospect,6.904578872552523,3,,0.3652300572625187,3.22,finance,1,0
536,meta_ads,churned,1.0996303455835825,1,,0.4197319573933808,3.01,education,4,0
537,meta_ads,lead,1.541247619423393,3,,0.3285724840971333,3.39,retail,6,0
538,meta_ads,prospect,9.564851503915131,0,,0.3111013313735138,2.41,finance,5,0
539,referral,customer,0.2264026474683906,3,5.6236935669807036,0.2833194774781307,2.73,finance,9,1
540,meta_ads,lead,0.3842136370803944,2,,0.2654378616968896,2.54,other,4,0
541,meta_ads,customer,0.05704897758885169,2,17.316257412276723,0.5303631606493868,5.0,other,1,1
542,referral,lead,0.034114909305863604,2,,0.5493699807198414,4.95,finance,1,0
543,referral,customer,7.582992736360828,1,3.558511759046725,0.20237023148070363,2.92,healthcare,1,1
544,manual,churned,0.8377862984632986,3,,0.22734130437391903,4.23,retail,3,0
545,organic,customer,3.7023245768153323,3,4.481890022431437,0.30301631529222856,2.89,tech,10,1
546,manual,lead,1.2869379173655613,3,,0.16699735743790217,2.41,healthcare,1,0
547,meta_ads,customer,0.03362417008041335,1,2.3763143226281565,0.22027119330081363,1.48,tech,10,1
548,referral,churned,3.8154372385835797,3,,0.04687605652207088,5.0,education,2,0
549,manual,churned,2.63517313432528,1,,0.23210400415065371,2.77,education,6,0
550,manual,lead,1.0744342792842403,2,,0.5457859386668806,1.48,other,3,0
551,organic,lead,4.971958524512193,3,,0.391257301967207,3.87,tech,3,0
552,referral,lead,1.9968700104105128,1,,0.22326568918243506,2.7,finance,5,0
553,manual,customer,0.4981294441072529,0,5.214354274792678,0.25725680100479015,2.27,other,3,1
554,manual,customer,0.23190474833547073,1,10.442102379321902,0.31656092485826676,4.23,retail,3,1
555,referral,churned,4.459953949226526,0,,0.10891923837303202,4.63,retail,1,0
556,manual,lead,0.6605795528969495,1,,0.23061271313703677,4.45,education,1,0
557,referral,customer,0.34791252574943127,2,9.743091960868718,0.23329971933908958,2.87,other,2,1
558,manual,lead,5.880706243564916,2,,0.2858668976545043,3.04,education,10,0
559,organic,prospect,0.10229218181169096,0,,0.22308602612086567,4.48,finance,10,0
560,meta_ads,lead,0.09122542996576913,0,,0.2949923251503436,1.47,other,3,0
561,referral,lead,0.1499065963272196,3,,0.6909100008987646,3.97,education,3,0
562,manual,lead,0.34206040997013365,2,,0.06650791854608931,3.5,retail,2,0
563,referral,prospect,2.8005886533800317,0,,0.4272995547588718,3.6,other,6,0
564,referral,prospect,3.8780187365407293,0,,0.26431929318681086,2.97,retail,3,0
565,referral,prospect,0.880322120152546,1,,0.2403348780648289,2.53,tech,1,0
566,meta_ads,prospect,4.028741653297674,1,,0.11880422598245825,3.52,retail,6,0
567,referral,prospect,5.502845940636481,3,,0.5528606440915352,2.68,other,6,0
568,organic,churned,3.5668867879250183,1,,0.6741949637316157,1.41,healthcare,1,0
569,manual,lead,0.5458369464563232,2,,0.20076737171588635,1.55,tech,2,0
570,organic,customer,1.1858898140852723,2,2.7900918301027677,0.5299282083922789,3.44,finance,5,1
571,referral,lead,0.8271950407507239,1,,0.19136549016973056,3.25,education,4,0
572,meta_ads,prospect,0.7690477226475293,1,,0.4100394046743369,4.18,other,3,0
573,manual,churned,0.6287160411598498,3,,0.19027502727112078,4.12,finance,2,0
574,manual,customer,0.32801486050212897,1,14.11858751217078,0.14618807443405762,4.19,education,4,1
575,organic,prospect,3.2372186821634332,1,,0.21833841243574922,3.89,retail,3,0
576,referral,prospect,1.336420641147117,3,,0.30340905103521687,3.02,healthcare,1,0
577,meta_ads,lead,0.9314084851703734,1,,0.18373371787261755,3.65,healthcare,3,0
578,manual,prospect,1.497352020485639,1,,0.2628483393902855,2.82,education,1,0
579,meta_ads,lead,0.31477867957131295,5,,0.46080503157136155,4.0,finance,4,0
580,manual,lead,1.030090211512522,2,,0.2621996640764782,3.25,education,2,0
581,referral,prospect,2.9642020624634955,1,,0.20209005845144315,3.13,retail,4,0
582,organic,lead,0.42238496707847956,1,,0.12386047038265462,4.83,tech,8,0
583,manual,lead,1.615317907051782,0,,0.03980315937642525,4.5,other,7,0
584,manual,churned,4.488124084570003,1,,0.47612731321724583,3.95,other,4,0
585,referral,prospect,0.18014653022935007,1,,0.19439997591142405,3.25,other,3,0
586,meta_ads,prospect,2.178256876538937,1,,0.17530059557146835,4.48,finance,2,0
587,referral,customer,5.272553852505299,0,7.972015097862858,0.15091339483754065,4.29,other,6,1
588,organic,customer,0.43368381928731536,4,8.412127970078872,0.1625108882181489,3.18,education,10,1
589,organic,lead,0.7705040987476135,3,,0.08310015439675576,2.81,healthcare,2,0
590,organic,lead,3.0093398052832545,1,,0.14812508450672907,3.89,retail,4,0
591,meta_ads,lead,0.6278863154685153,2,,0.02986913846338406,3.57,education,3,0
592,referral,prospect,1.5782137335253004,1,,0.3990758542316495,3.81,education,3,0
593,organic,prospect,0.5571130885180214,1,,0.7463997224874396,3.17,tech,4,0
594,meta_ads,lead,2.105204801595098,2,,0.421936365707615,3.58,other,8,0
595,manual,prospect,6.910407474595393,3,,0.3525435415065053,3.29,retail,2,0
596,meta_ads,lead,1.7452406493822368,1,,0.456366731408395,4.23,finance,10,0
597,meta_ads,prospect,4.411577383388659,2,,0.18082521071766275,2.81,other,5,0
598,referral,lead,0.6563608245050874,1,,0.551829813703958,3.49,education,2,0
599,organic,customer,1.161792130028278,3,20.664156903706218,0.05996257484051907,4.24,healthcare,3,1
600,manual,prospect,5.649961036511827,0,,0.45220013676249593,1.6,tech,8,0
601,meta_ads,prospect,2.8704178222918606,3,,0.16850280434004844,3.28,finance,5,0
602,organic,lead,0.6247343846430244,4,,0.19821637865933694,3.58,other,1,0
603,organic,lead,0.04252266239454534,1,,0.098116638398544,3.54,education,1,0
604,referral,customer,1.6045315771580086,3,23.71434727796992,0.4802900262814151,2.22,finance,4,1
605,organic,prospect,5.943660344404015,1,,0.20171950069106892,3.57,education,5,0
606,referral,lead,2.1455961883548436,5,,0.38810069672047737,5.0,finance,1,0
607,meta_ads,prospect,0.4334297483602599,2,,0.1640548961565294,5.0,healthcare,2,0
608,organic,lead,0.49103344634791635,1,,0.23081595852305836,3.23,education,1,0
609,referral,customer,3.296626413957459,4,15.271605556957812,0.25741732653855753,4.93,education,6,1
610,meta_ads,customer,2.5977600687451887,1,2.5575014403376577,0.43217604917034547,3.08,tech,6,1
611,meta_ads,lead,1.617657063057398,2,,0.3422103355759176,2.32,other,2,0
612,referral,prospect,1.8677545260513664,0,,0.47181255117424836,2.33,education,2,0
613,manual,prospect,0.8132455121077943,2,,0.35801817828941235,4.9,tech,5,0
614,manual,customer,6.209985679201388,1,2.0311164819812078,0.0996154126463063,1.44,education,2,1
615,referral,prospect,1.6515791146585816,0,,0.37969714755491546,3.73,finance,2,0
616,manual,lead,1.6829297049483627,3,,0.0723295544056119,4.06,other,2,0
617,manual,lead,0.7181047974954212,3,,0.16160247350002274,3.34,tech,3,0
618,meta_ads,lead,1.8146302651639847,2,,0.3673877861752816,2.73,retail,1,0
619,manual,prospect,0.2148302835641935,1,,0.2334185640766625,3.51,finance,2,0
620,organic,lead,1.3274599189828142,2,,0.26679241534151377,2.44,other,4,0
621,referral,customer,1.4875016642878442,1,23.737221616993832,0.23362258576075398,2.66,finance,5,1
622,manual,lead,1.3647985051053626,2,,0.34435143429192044,2.53,finance,1,0
623,meta_ads,lead,1.0824614455456292,1,,0.14810829469680567,1.77,retail,2,0
624,meta_ads,lead,2.7444052659574787,3,,0.49514948506151407,2.16,healthcare,3,0
625,organic,lead,1.4997721186355737,1,,0.27072572452723315,2.41,finance,2,0
626,manual,customer,0.8668337421513528,1,15.612735331991676,0.5001149631543067,4.32,retail,2,1
627,organic,churned,3.309482983473816,1,,0.6415119212359522,2.58,healthcare,6,0
628,referral,churned,5.31628598342503,3,,0.5007297367893635,2.68,other,2,0
629,referral,lead,0.5246384655012079,2,,0.125862469774871,2.06,healthcare,2,0
630,manual,churned,0.1879641460900021,3,,0.19407125934614322,4.58,retail,2,0
631,manual,customer,10.429518006367047,1,49.38146974289549,0.25285566121423936,1.75,retail,1,1
632,meta_ads,lead,0.0028587282670914935,2,,0.18901285099555715,3.15,retail,1,0
633,manual,churned,4.080825163361041,1,,0.28587942605155386,2.6,healthcare,10,0
634,referral,lead,0.11260105570261934,1,,0.03830822361097652,3.67,finance,6,0
635,manual,prospect,0.7233861966758022,1,,0.5159230811391464,3.21,other,1,0
636,manual,lead,0.23428860357490602,0,,0.2228321520168956,2.69,tech,5,0
637,meta_ads,prospect,0.10695431502918205,0,,0.15188653723581794,3.34,finance,3,0
638,referral,customer,7.397418035463376,1,16.665616779024653,0.46325248683213827,2.43,finance,9,1
639,meta_ads,prospect,0.1864461354487976,3,,0.6604767460916495,2.17,education,3,0
640,organic,lead,0.14887679385501973,1,,0.6203944682434342,2.87,finance,8,0
641,meta_ads,lead,6.329090558573223,0,,0.388158270649829,1.93,retail,3,0
642,referral,customer,6.339188384354164,1,9.675875354189374,0.449624999315355,4.09,education,1,1
643,meta_ads,lead,2.915438038230605,0,,0.12960297918271818,3.45,tech,1,0
644,manual,lead,0.8870164384922904,0,,0.40122192973259185,1.09,finance,5,0
645,referral,customer,0.007326023978109708,1,2.609963692510864,0.06789288439240065,3.92,healthcare,2,1
646,manual,prospect,1.0759506289002125,1,,0.4155193843692673,2.96,tech,8,0
647,meta_ads,lead,1.9108316704649833,2,,0.48569234685371127,5.0,finance,4,0
648,manual,prospect,2.0329952257899255,1,,0.279395174884833,3.23,healthcare,3,0
649,organic,lead,0.7422259855391783,3,,0.4475354377882057,3.33,education,2,0
650,referral,lead,0.014243665296481415,2,,0.4974437013594958,3.54,education,2,0
651,referral,prospect,6.1453832938248025,1,,0.6270061409919495,2.87,education,2,0
652,manual,customer,1.5820269834928011,3,0.3958624567642893,0.22411861623538087,3.56,finance,6,1
653,manual,customer,0.7225372252799125,1,1.712292050473263,0.21018467062322396,5.0,finance,8,1
654,referral,prospect,0.8481346292319525,1,,0.3421658693747485,4.13,retail,2,0
655,referral,customer,1.525227901010554,0,2.7607547177701965,0.22929161272930865,3.52,other,7,1
656,meta_ads,prospect,0.5524287012600462,0,,0.07499344263135777,5.0,finance,10,0
657,organic,customer,3.1468145330435426,2,41.554954718988306,0.1399206406444831,5.0,education,2,1
658,manual,lead,3.617224756718363,1,,0.39297238554947106,4.15,other,4,0
659,manual,lead,0.32647591250294217,3,,0.42094000245067176,3.47,other,3,0
660,organic,lead,0.2550913451177851,1,,0.21490696854367633,3.73,other,1,0
